,category,datetime,title,content
10,잡담,2021-06-17 22:47:49,2021년에도 빛나는 주식들,"카카오, 엔비디아 같은 주식들을 발굴하고 싶네요 ㅎㅎ"
11,시장분석,2021-06-17 21:31:33,재미없는 지수의견,"기존의견
https://blog.daum.net/serapeum/7595100
고점은 6월 17일~22일 사이로 추정(6월초 예상에서 5-4진행이 더 길어지며 5-5마감이 더 늦춰짐)
미국 S&P500기준 4300~4380 근처 마감.
나스닥 기준 14200 약간 아래 마감 정도.

어제 기준 
1) 현재 주가지수 대비 큰 하락국면으로 간다
개인적으로 이 예상은 큰 파동의 고점으로 본 것이고 미국 경제, 세계경제에 큰 악재가 있어야 가능한 시나리오로 그 가능성은 낮게 본다.



2) 단기적으로 짧은 조정(소파동 4파)후 조금더 상승(소파동 5파)이 남았고 더 큰 파동의 4파 조정파동이 있을 것으로 보고 있고 장기적으로 지수는 더 상승한다고 보고 있다.
이 경우, 더 큰 파동(4파)의 영향으로 보유종목에 따라 수익율이 크게 달라질 수 있다.



아래 그림은 오늘밤, 새벽 하락 목표치를 예상해 볼 수 있다.



3) 우리나라
개인적으로는 작년 3월 부터 이어진 상승파동이 6월말~7월초 마감되는 것으로 분석되어 조정이 불가피한 정도로 해석하며 선진시장대비 저평가된 우리시장에 선진시장에서 이탈한 해외자금 유입을 기대해본다.
물론, 미국시장이 위의 2)와 같이 움직인다면, 우리나라만 조정이 깊을 수 없기에  상승이 연장되어 고점이 더 높은 곳에서 확인될 수도 있다."
12,질문,2021-06-17 21:14:55,LG전자 올해 20만원 가능할까요?,"회사의 실적은 좋아보이고,  전장사업도 괜찮아 보이는데 
2021년 7월부턴 LG전자와 마그나와 합작법인 출범도 있고, 
그러면 실적은 더 좋아질 거 같은데  작년 저가 대비 너무 많이 오른 거 같기도 하고

과연 지금 시점에서 들어가도 괜찮을까요?"
13,질문,2021-06-17 21:04:31,올웨더 포트폴리오를 오랜기간 운영하시는분 있으신가요?,"작년과 올해는 코로나로 인해 한바탕 폭풍이 불어서... 올웨더 포트폴리오가 어떻게 보면 지루하고 시시하다고 느껴질수도 있겠지만...

코로나 터지기 이전에 주식한당에 한창 레이달리오의 올웨더 포트폴리오, 누구누구의 올웨더.. 에 대해 이야기가 나온적이 있죠...

그때는 지금만큼 시장의 변동성이 크지 않아서... ""시장수익률을 상회하는 꾸준하고 안정적인"" 예적금의 대안이라는 관점에서 한창 궁리하고 관심을 가졌던것 같습니다..

작년의 상승세는 사실 일반적이진 않죠... 이제 다시 정신을 차리고 초심으로 돌아가 예전처럼 마음편하게 운용할수 있는 투자법을 고민해보고 있는데 요즘 뭐든지 가격이 안오른게 없다보니 지금 올웨더를 꾸리는게 맞는것인지도 잘 판단이 안서네요...
 

마음 편하긴 s&p 500 etf가 좋지만 너무 시장에 무관심한것도 그다지 좋은게 아니라는 생각도 듭니다..

올웨더 꾸준히 운용하시는 분께 성적은 괜찮으신지, 운용에 피로감은 없으신지 여쭤보고 싶네요"
14,잡담,2021-06-17 20:35:27,쿠팡 불 아직 안꺼졌나봅니다.,어마어마하게 타고 있군요
15,잡담,2021-06-17 20:20:06,"6월 17일 52주 신고가 및 급등락주, 시간외특징주",공유합니다~~~~~
16,질문,2021-06-17 19:16:38,DIS 어떻게 보십니까?,"이번에 미국 주식을 시작하려고 하는데, 보고 있는 주식은 디즈니(DIS) 입니다.
 미국, 일본 등 선진국들 백신접종 추이에 따라 제법 수혜를 받을 수 있는 종목이라 생각하고, 다른 종목에 비해 크게 '떡상' 한 것 같지도 않아 매력적으로 보이는데, 주가 추이로 보면, 올 초부터 꾸준히 횡보중인듯 해서요.
 주식한당 당원님들은 어떻게 보시는지 궁금합니다."
17,잡담,2021-06-17 17:18:33,미장 선물은 힘이 없네요.,"물가에 5자를 보고도 멀쩡하던  미국이였는데 
예상했던 내용을 발표해 주었는데도 선물시장이 힘이 없네요.  

다들 예상했던 올말/내년초 테이퍼링,
23년즈음 금리인상 (그래봐야 1분기정도 빨라짐)

국장은 성장섹터인 코스닥이 1000선을 넘어버리고,
대표성장주 카카오는 날아가고

참 요지경입니다."
18,질문,2021-06-17 16:33:12,갑자기 현타가 오네요 ㅎ,"보유종목 입니다.
많죠 ㅎ
엘화만 2년 넘게 보유중이고 대체적으로 1년 조금 넘게 보유한 종목들이 대부분이고 최근에 몇종목 더 추가 하기는 했습니다
수익도 얼추 나서 그냥 싹 다 정리하고 
미국 IVV 하고  
한국 TIGER TOP10
딱 2개만 들고가면 어떨까 하는 생각인데 좋은 생각일까요??? ㅎ"
19,뉴스,2021-06-17 16:22:28,"코스피 신고가 랠리 멈춰…코스닥지수는 2개월만에 1,000선 회복(종합)","코스피 신고가 랠리 멈춰…코스닥지수는 2개월만에 1,000선 회복(종합)


코스피 지수 하락 마감
(서울=연합뉴스) 김인철 기자 = 17일 오후 서울 중구 하나은행 본점 딜링룸에서 딜러들이 업무를 보고 있다.이날 코스피 지수는 전 거래일 대비 13.72포인트(0.42%) 내린 3,264.96에, 코스닥 지수는 5.23포인트(0.52%) 오른 1,003.72에 장을 마감했다. 2021.6.17 yatoya@yna.co.kr


(서울=연합뉴스) 박원희 기자 = 코스피가 17일 미국 금리 인상 시점이 앞당겨질 것이라는 전망에 신고가 랠리를 멈췄다.

이날 코스피는 전날보다 13.72포인트(0.42%) 내린 3,264.96에 마치며 엿새 만에 하락했다. 지난 사흘간 이어온 종가 기준 최고가 경신을 멈췄다.

지수는 전장보다 2.48포인트(0.08%) 낮은 3,276.20으로 시작해 약세 흐름을 이어갔다. 장중 한때 전날보다 0.83% 내린 3,251.32까지 떨어지기도 했으나, 오후 들어 낙폭을조금 줄였다.

유가증권시장에서 외국인이 3천567억원, 기관이 6천862억원을 각각 순매도했다.

미국 연방공개시장위원회(FOMC) 정례회의 결과 달러화 강세로 환율이 급등하면서 외국인 매도세의 빌미가 됐다.

이날 서울 외환시장에서 원/달러 환율은 전날보다 달러당 13.2원 오른 1,130.4원에 마감했다.

반면 개인은 1조350억원을 순매수하며 지수 하단을 지지했다. 유가증권시장에서 개인 투자자가 1조원 이상을 순매수한 건 지난 5월 13일(1조4천억원) 이후 1개월 만이다.

이경민 대신증권 연구원은 ""FOMC 회의에서 예상보다 매파적인 결과가 나오며 미국 국채 금리 상승, 달러 강세, 외국인 매물 출회로 이어진 모습""이라며 ""투자자 불안심리를 자극한 것은 이번에 발표된 점도표(dot plot)""라고 진단했다.

(하략)"
20,잡담,2021-06-17 16:01:37,카카오가 네이버 시가총액 넘어갔네요,"뭔일이랍니까...
...3위 참 자주 바뀌네요"
21,질문,2021-06-17 15:59:21,LG이노텍 잘아시는분 계신가요 ?,"며칠전에 LG이노텍 차트만 보고 매수해서 보유중인데

 아이폰 카메라 공급사    기판소재사업 호조   전장사업부기대감   올영업이익 사상최대인 1조

이정도가 제가 알고 있는 내용인데

 제가 알고 있는 내용 이외에 다른 중요사항 있나요 ?

 9월달에 아이폰 출시된다고 하던데   과거에 이노텍 주가 움직임이

 아이폰 출시전까지  계속 오르는 패턴이였나요 ?

 출시되면 오히려 그때부터 주가 꺽이고 그런가요 ?

  답변 주신분들 먼저 감사드립니다."
22,뉴스,2021-06-17 15:57:39,인텔 CEO '향후 10년 반도체 호시절'…미·유럽 증설 예고,"인텔 CEO ""향후 10년 반도체 호시절""…미·유럽 증설 예고


인텔 로고
[AFP=연합뉴스]


(서울=연합뉴스) 이귀원 기자 = 미국 반도체 기업 인텔의 팻 겔싱어 최고경영자(CEO)가 향후 10년간 반도체 산업의 호황 가능성을 전망했다고 미 경제매체인 CNBC 방송이 16일(현지시간) 보도했다.

이에 따르면 겔싱어 CEO는 이날 CNBC 주최 행사에서 ""점점 더 디지털화되고 모든 디지털 기기에는 반도체가 필요하다""면서 시장이 확장적인 시기라고 진단하고 ""나는 우리 앞에 10년간의 호시절이 있는 것으로 전망한다""고 말했다.

(하략)"
23,종목분석,2021-06-17 15:48:05,미국관련 ETF 정보입니다.,"이미 많이들 알고 계실 것 같지만 기록 삼아 올려봅니다.





종목명
주요 상품 특징


KODEX 미국S&P바이오(합성)
GICS 산업분류 중 Biotechnology(생명공학)에 해당하는 미국상장기업으로 구성


KODEX 미국S&P고배당커버드콜(합성 H)
미국 S&P500 구성종목 중 지난 25년간 꾸준히 배당이 증가한 기업에 투자


KODEX 미국S&P500TR
미국을 대표하는 S&P500에 투자하고 배당금을 재투자하는 토탈리턴(TR) 지수 추적


KODEX 미국나스닥100TR
미국 나스닥100 지수에 투자하고 배당금을 재투자하는 토탈리턴(TR) 지수 추적


KODEX 미국FANG플러스(H)
최고의 혁신 기업으로 평가받는 차세대 기술 관련 미국 기업 10개 종목에 집중 투자


KODEX 다우존스미국리츠(H) 
미국 거래소에 상장된 REITs와 부동산 개발/관리/보유/중개 등 부동산 관련 기업에 투자


TIGER 미국다우존스30
미국을 대표하는 30개의 대형 우량주로 구성된 ETF


TIGER 미국나스닥100
미국의 신성장 산업을 이끄는 나스닥 대표기업 100종목에 투자하는 ETF


TIGER 라틴35
중남미 지역 대표 기업 35종목에 미국 상장 ADR을 통해 압축 투자


TIGER 미국나스닥바이오
미국 나스닥 시장에 상장된 바이오, 헬스케어 기업에 투자 


TIGER 미국MSCI리츠(합성 H)
오피스/상가/호텔 등 다양한 미국 부동산에 분산 투자할 수 있는 ETF


TIGER 미국달러단기채권액티브
안전자산인 미국 달러 현물 채권에 투자하는 해외채권 ETF


TIGER 미국테크TOP10 INDXX
미국 기술주를 대표하는 나스닥 시가총액 상위 10개 기업에 투자


TIGER 미국필라델피아반도체나스닥
미국 시장에 상장된 글로벌 반도체 대표기업에 투자


KBSTAR 미국나스닥100
미국 나스닥 시장에 상장된 시가총액 상위 100종목 (금융주제외) 에 투자하는 ETF


KBSTAR 미국S&P500
미국 주식시장을 대표하는 업종 상위 500개 기업에 투자하는 ETF


KINDEX 미국S&P500
미국 시장에 상장된 대형주 500종목으로 구성된 미국시장 대표지수에 투자하는 상품


KINDEX 미국나스닥100
미국 나스닥 증권시장에 상장된 IT, 인터넷 기술주 중심의 시총 상위 100종목에 투자하는 상품


KINDEX 미국WideMoat가치주
미국 기업 중 장기 경쟁우위에 있는 성장성을 겸비한 가치주에 투자하는 상품


KINDEX 미국IT인터넷S&P(합성 H)
4차산업 기술을 선점하고 있는 미국의 인터넷 관련 대표기업에 투자하는 상품


KINDEX 미국다우존스리츠(합성 H)
미국에 상장된 리츠에 투자하는 상품


KOSEF 미국방어배당성장나스닥
미국에 상장되어 있는 주식 가운데 우수한 배당 성장률을 보이고 있으며 변동성 장세에서도 수익률을 방어할 수 있는 종목에 투자하며 나스닥(NASDAQ)에서 산출하는 NASDAQ US Low Volatility Dividend Achievers 지수를 추종


ARIRANG 미국다우존스고배당주(합성 H)
미국 상장기업 중 배당수익률 상위 100 종목에 환헷지로 투자


ARIRANG 선진국MSCI(합성 H)
21개 선진국의 약 900 종목에 안정적 분산 투자 (미국, 캐나다 제외, 환헷지)


ARIRANG 미국S&P500(H)
미국 대표 대형주 500 종목에 분산 투자 (미국 시가총액의 80%)


ARIRANG 미국나스닥기술주
미국 4차산업의 핵심인 나스닥 기술주에 투자 


ARIRANG 미국단기우량회사채
만기 1-3년의 미국 우량 회사채에 투자


ARIRANG 미국장기우량회사채
만기 15년이상의 미국 우량 회사채에 투자"
24,잡담,2021-06-17 15:39:14,LGD 무슨 일로 폭등(?)한 거죠?,"조커 계단씬 그 자체같은 주식인데 이렇게 올랐으니 무섭네요.

5% 올려줬으니 내일/다음주 공매도 비중이 50% 증가할 것이라는 암시인가요?

24000원 구경해보나 싶어서 흥미진진합니다. ㅋㅋ"
